orig_order,query,user_id,expertise,word_group,task,Duration_key1_mean,Duration_key1_std,Duration_key2_mean,Duration_key2_std,DD_time_mean,DD_time_std,UD_time_mean,UD_time_std,UU_time_mean,UU_time_std,DU_time_mean,DU_time_std,Backspace_count,Typing_speed_kpm,typing_features
136,tell me the strategy to design and implement the process scheduling algorithm: 1. Priority scheduling 2. Multilevel Queue Scheduling,p1,Intermediate,Scheduling,task2,124.1,79.7753094635176,104.0,30.648545370593585,236.1,150.92488933977134,112.0,188.00472807293377,216.0,188.06440977022265,340.1,150.98818938358502,0,263.96832380114387,"• Duration: mean=124.10 / std=79.78
• DD-time: mean=236.10 / std=150.92
• UD-time: mean=112.00 / std=188.00
• UU-time: mean=216.00 / std=188.06
• DU-time: mean=340.10 / std=150.99
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 263.97
"
146,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,append,task2,102.66666666666667,21.657946963335803,105.5,25.065913109240604,250.5,317.9929244495858,147.83333333333334,311.89576250194017,253.33333333333334,293.43460373082564,356.0,300.0486627198995,0,250.34770514603616,"• Duration: mean=102.67 / std=21.66
• DD-time: mean=250.50 / std=317.99
• UD-time: mean=147.83 / std=311.90
• UU-time: mean=253.33 / std=293.43
• DU-time: mean=356.00 / std=300.05
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 250.35
"
152,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,more,task2,137.6,27.36421020237931,137.4,27.38247614807689,1340.8,2681.2271817210867,1203.2,2682.3428565341906,1340.6,2677.0554346146814,1478.2,2675.8116899363454,0,45.34461910519952,"• Duration: mean=137.60 / std=27.36
• DD-time: mean=1340.80 / std=2681.23
• UD-time: mean=1203.20 / std=2682.34
• UU-time: mean=1340.60 / std=2677.06
• DU-time: mean=1478.20 / std=2675.81
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 45.34
"
157,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,specific,task2,99.44444444444444,20.658600576461556,98.55555555555556,19.04672616954887,264.8888888888889,257.65453830878107,165.44444444444446,243.181059660858,264.0,235.5610324310878,363.44444444444446,249.57469378480218,0,235.19163763066203,"• Duration: mean=99.44 / std=20.66
• DD-time: mean=264.89 / std=257.65
• UD-time: mean=165.44 / std=243.18
• UU-time: mean=264.00 / std=235.56
• DU-time: mean=363.44 / std=249.57
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 235.19
"
166,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,things,task2,110.0,18.16590212458495,109.0,17.243356208503414,262.7142857142857,185.145631225543,152.71428571428572,184.03325268884996,261.7142857142857,175.25097649344144,371.7142857142857,176.6557049609157,0,243.05555555555557,"• Duration: mean=110.00 / std=18.17
• DD-time: mean=262.71 / std=185.15
• UD-time: mean=152.71 / std=184.03
• UU-time: mean=261.71 / std=175.25
• DU-time: mean=371.71 / std=176.66
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 243.06
"
173,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,like,task2,111.2,20.6082507748717,114.4,23.373061416938945,774.4,1393.2615691247643,663.2,1388.9599346273455,777.6,1382.2007090144325,888.8,1386.4951135867734,0,79.09306617453203,"• Duration: mean=111.20 / std=20.61
• DD-time: mean=774.40 / std=1393.26
• UD-time: mean=663.20 / std=1388.96
• UU-time: mean=777.60 / std=1382.20
• DU-time: mean=888.80 / std=1386.50
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 79.09
"
178,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,designing,task2,116.6,33.250563904992646,113.4,32.711533813693976,696.0,887.1570072741101,579.4,884.5206109023752,692.8,894.8023742083437,809.4,897.5323206808023,0,128.2051282051282,"• Duration: mean=116.60 / std=33.25
• DD-time: mean=696.00 / std=887.16
• UD-time: mean=579.40 / std=884.52
• UU-time: mean=692.80 / std=894.80
• DU-time: mean=809.40 / std=897.53
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 128.21
"
188,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,data,task2,103.6,10.212737145349427,102.0,10.747092630102339,473.6,412.539452658773,370.0,415.81666633265195,472.0,415.6404696369207,575.6,412.3497302048347,0,197.3684210526316,"• Duration: mean=103.60 / std=10.21
• DD-time: mean=473.60 / std=412.54
• UD-time: mean=370.00 / std=415.82
• UU-time: mean=472.00 / std=415.64
• DU-time: mean=575.60 / std=412.35
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 197.37
"
193,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,"structure,",task2,101.54545454545455,18.640620356434688,103.72727272727273,19.318855603223028,289.3636363636364,436.1725054900349,187.8181818181818,434.3590261941884,291.54545454545456,436.2651403989009,393.09090909090907,438.28494259909377,0,215.4046997389034,"• Duration: mean=101.55 / std=18.64
• DD-time: mean=289.36 / std=436.17
• UD-time: mean=187.82 / std=434.36
• UU-time: mean=291.55 / std=436.27
• DU-time: mean=393.09 / std=438.28
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 215.40
"
204,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,the,task2,117.0625,16.94882001792455,116.4375,14.54633401697257,363.0625,683.4868902668629,246.0,677.8939936794444,362.4375,677.5372037755566,479.5,683.0666146138309,0,28.3629272904541,"• Duration: mean=117.06 / std=16.95
• DD-time: mean=363.06 / std=683.49
• UD-time: mean=246.00 / std=677.89
• UU-time: mean=362.44 / std=677.54
• DU-time: mean=479.50 / std=683.07
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 28.36
"
208,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,way,task2,99.25,13.598406769422168,97.25,14.773286702694158,118.0,55.62373594069352,18.75,65.38794486243877,116.0,66.15134163416491,215.25,55.144507130508174,0,610.6870229007633,"• Duration: mean=99.25 / std=13.60
• DD-time: mean=118.00 / std=55.62
• UD-time: mean=18.75 / std=65.39
• UU-time: mean=116.00 / std=66.15
• DU-time: mean=215.25 / std=55.14
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 610.69
"
212,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,we,task2,116.83333333333333,15.432649372893385,128.66666666666666,6.218252702059208,268.0,279.54391426035374,151.16666666666666,289.8499036857985,279.8333333333333,289.6566358063745,396.6666666666667,279.3540167362314,0,26.33118782913985,"• Duration: mean=116.83 / std=15.43
• DD-time: mean=268.00 / std=279.54
• UD-time: mean=151.17 / std=289.85
• UU-time: mean=279.83 / std=289.66
• DU-time: mean=396.67 / std=279.35
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 26.33
"
215,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,assign,task2,92.28571428571429,22.632677597626298,86.57142857142857,12.567910763224768,492.57142857142856,934.3847988815702,400.2857142857143,915.3142837819357,486.85714285714283,911.7476676821332,579.1428571428571,930.9232744201548,0,127.0801815431165,"• Duration: mean=92.29 / std=22.63
• DD-time: mean=492.57 / std=934.38
• UD-time: mean=400.29 / std=915.31
• UU-time: mean=486.86 / std=911.75
• DU-time: mean=579.14 / std=930.92
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 127.08
"
222,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,"time,",task2,121.0,21.753160689885963,129.0,19.421637418096342,216.0,187.07004035921946,95.0,199.91898359085363,224.0,191.43667360252581,345.0,177.37530831544734,0,300.0,"• Duration: mean=121.00 / std=21.75
• DD-time: mean=216.00 / std=187.07
• UD-time: mean=95.00 / std=199.92
• UU-time: mean=224.00 / std=191.44
• DU-time: mean=345.00 / std=177.38
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 300.00
"
232,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,logic,task2,109.83333333333333,19.833473388861233,108.66666666666667,19.387281053996887,196.0,55.37147279962851,86.16666666666667,68.38542729753662,194.83333333333334,62.89170586545309,304.6666666666667,48.775676998547816,0,347.8260869565217,"• Duration: mean=109.83 / std=19.83
• DD-time: mean=196.00 / std=55.37
• UD-time: mean=86.17 / std=68.39
• UU-time: mean=194.83 / std=62.89
• DU-time: mean=304.67 / std=48.78
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 347.83
"
238,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,that,task2,110.0,15.47578754054216,110.0,15.47578754054216,769.6,1328.3106940772554,659.6,1326.8490117568012,769.6,1323.8237420442345,879.6,1325.2746130519515,0,81.36696501220504,"• Duration: mean=110.00 / std=15.48
• DD-time: mean=769.60 / std=1328.31
• UD-time: mean=659.60 / std=1326.85
• UU-time: mean=769.60 / std=1323.82
• DU-time: mean=879.60 / std=1325.27
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 81.37
"
246,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,process,task2,102.625,30.54709478821186,97.75,27.613402542968153,237.875,326.889862404537,135.25,314.8000499183115,233.0,317.3155257108338,335.625,329.59929676589337,0,258.7601078167116,"• Duration: mean=102.62 / std=30.55
• DD-time: mean=237.88 / std=326.89
• UD-time: mean=135.25 / std=314.80
• UU-time: mean=233.00 / std=317.32
• DU-time: mean=335.62 / std=329.60
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 258.76
"
258,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,priority,task2,93.27272727272727,15.780309940498057,90.54545454545455,13.056520488733865,314.0,267.90371404667013,220.72727272727272,266.16877762393204,311.27272727272725,261.6792276467855,404.54545454545456,263.37705429150947,1,198.3173076923077,"• Duration: mean=93.27 / std=15.78
• DD-time: mean=314.00 / std=267.90
• UD-time: mean=220.73 / std=266.17
• UU-time: mean=311.27 / std=261.68
• DU-time: mean=404.55 / std=263.38
• Total number of Backspace keys: 1
• Typing speed (keystrokes per minute): 198.32
"
269,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,and,task2,110.0,15.57776192739723,111.5,13.102162671355696,114.5,32.552521663715495,4.5,45.79301256742124,116.0,49.98666488841466,226.0,35.59026084010437,0,677.9661016949153,"• Duration: mean=110.00 / std=15.58
• DD-time: mean=114.50 / std=32.55
• UD-time: mean=4.50 / std=45.79
• UU-time: mean=116.00 / std=49.99
• DU-time: mean=226.00 / std=35.59
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 677.97
"
273,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,translate,task2,108.4,30.728922315412667,108.4,30.72892231541267,1047.9,2756.194536353017,939.5,2760.6487260948084,1047.9,2767.641974678083,1156.3,2763.1163585906243,0,57.920648711265564,"• Duration: mean=108.40 / std=30.73
• DD-time: mean=1047.90 / std=2756.19
• UD-time: mean=939.50 / std=2760.65
• UU-time: mean=1047.90 / std=2767.64
• DU-time: mean=1156.30 / std=2763.12
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 57.92
"
287,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,whole,task2,104.5,28.034070180926122,109.91666666666667,32.656499654693086,238.58333333333334,195.73751363094465,134.08333333333334,193.3237784995248,244.0,185.145151901764,348.5,188.33746308156535,4,233.8421565443326,"• Duration: mean=104.50 / std=28.03
• DD-time: mean=238.58 / std=195.74
• UD-time: mean=134.08 / std=193.32
• UU-time: mean=244.00 / std=185.15
• DU-time: mean=348.50 / std=188.34
• Total number of Backspace keys: 4
• Typing speed (keystrokes per minute): 233.84
"
289,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,into,task2,102.8,30.308241019303818,107.95,45.544050394269824,264.8,234.6898513267872,162.0,235.28817716959233,269.95,251.5236674016143,372.75,251.80858958636358,6,126.80967980555849,"• Duration: mean=102.80 / std=30.31
• DD-time: mean=264.80 / std=234.69
• UD-time: mean=162.00 / std=235.29
• UU-time: mean=269.95 / std=251.52
• DU-time: mean=372.75 / std=251.81
• Total number of Backspace keys: 6
• Typing speed (keystrokes per minute): 126.81
"
301,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,response,task2,124.88888888888889,34.37457070439006,123.11111111111111,34.606518332694364,291.55555555555554,260.51924646324653,166.66666666666666,276.3231803522824,289.77777777777777,294.25914504810964,414.6666666666667,278.6691586810424,0,216.34615384615387,"• Duration: mean=124.89 / std=34.37
• DD-time: mean=291.56 / std=260.52
• UD-time: mean=166.67 / std=276.32
• UU-time: mean=289.78 / std=294.26
• DU-time: mean=414.67 / std=278.67
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 216.35
"
328,"append more specific things like designing data structure, the way we assign time, the logic that we process the priority and translate the whole response into Korean",p1,Intermediate,Korean,task2,133.83333333333334,66.94898555367861,104.5,23.484037131634757,134.66666666666666,76.30115770200781,0.8333333333333334,100.01883156019504,105.33333333333333,97.50418794424507,239.16666666666666,71.28931663767487,0,483.8709677419355,"• Duration: mean=133.83 / std=66.95
• DD-time: mean=134.67 / std=76.30
• UD-time: mean=0.83 / std=100.02
• UU-time: mean=105.33 / std=97.50
• DU-time: mean=239.17 / std=71.29
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 483.87
"
334,프로그램 이해하기 쉽게 제공,p1,Intermediate,<dummy>,task2,82.5,18.52411555629195,79.5,16.570196998570314,149.0,67.62712896041478,66.5,75.95675461358636,146.0,70.8801805866774,228.5,64.92413154708238,4,458.45272206303724,"• Duration: mean=82.50 / std=18.52
• DD-time: mean=149.00 / std=67.63
• UD-time: mean=66.50 / std=75.96
• UU-time: mean=146.00 / std=70.88
• DU-time: mean=228.50 / std=64.92
• Total number of Backspace keys: 4
• Typing speed (keystrokes per minute): 458.45
"
342,프로그램 이해하기 쉽게 제공,p1,Intermediate,프로그램,task2,100.9,18.28448036511353,101.5,17.5704929419246,209.0,279.71930374732614,108.1,288.219611484792,209.6,304.39017358938804,310.5,296.04100691927425,1,307.53459764223476,"• Duration: mean=100.90 / std=18.28
• DD-time: mean=209.00 / std=279.72
• UD-time: mean=108.10 / std=288.22
• UU-time: mean=209.60 / std=304.39
• DU-time: mean=310.50 / std=296.04
• Total number of Backspace keys: 1
• Typing speed (keystrokes per minute): 307.53
"
352,프로그램 이해하기 쉽게 제공,p1,Intermediate,이해하기,task2,101.44444444444444,18.063160791450034,105.88888888888889,18.428540666887084,232.0,387.7869904986499,130.55555555555554,394.18336821557784,236.44444444444446,395.7297408305039,337.8888888888889,389.745893000954,0,271.0843373493976,"• Duration: mean=101.44 / std=18.06
• DD-time: mean=232.00 / std=387.79
• UD-time: mean=130.56 / std=394.18
• UU-time: mean=236.44 / std=395.73
• DU-time: mean=337.89 / std=389.75
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 271.08
"
361,프로그램 이해하기 쉽게 제공,p1,Intermediate,쉽게,task2,118.57142857142857,23.754698783308417,116.42857142857143,23.754698783308417,126.71428571428571,68.63845930116798,8.142857142857142,76.02067387982599,124.57142857142857,72.76184243328171,243.14285714285714,59.507502528192674,0,535.7142857142857,"• Duration: mean=118.57 / std=23.75
• DD-time: mean=126.71 / std=68.64
• UD-time: mean=8.14 / std=76.02
• UU-time: mean=124.57 / std=72.76
• DU-time: mean=243.14 / std=59.51
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 535.71
"
368,프로그램 이해하기 쉽게 제공,p1,Intermediate,제공,task2,103.5,6.316644678941504,85.16666666666667,42.0781019850785,459.3333333333333,682.0098728513149,355.8333333333333,681.1661813879684,441.0,640.7542430604732,544.5,641.6396964028955,0,382.1656050955414,"• Duration: mean=103.50 / std=6.32
• DD-time: mean=459.33 / std=682.01
• UD-time: mean=355.83 / std=681.17
• UU-time: mean=441.00 / std=640.75
• DU-time: mean=544.50 / std=641.64
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 382.17
"
374,아니 아까 물어본 프로세스 스케쥴링 알고리즘 프로그램으로 알기 쉽게 구현하라고,p1,Intermediate,아니,task2,113.25,35.36830030785572,117.0,34.56395039150859,94.0,35.78640337707419,-19.25,47.800801945853024,97.75,50.828961560643094,211.0,32.506409624359726,0,854.0925266903914,"• Duration: mean=113.25 / std=35.37
• DD-time: mean=94.00 / std=35.79
• UD-time: mean=-19.25 / std=47.80
• UU-time: mean=97.75 / std=50.83
• DU-time: mean=211.00 / std=32.51
• Total number of Backspace keys: 0
• Typing speed (keystrokes per minute): 854.09
"
